category_id,district,name,work_time,address,phone_number,description,page_url,image_url,latitude,longitude,price
5,강서구,2023 서울식물원 국제심포지엄,2023-11-13~2023-11-13,서울식물원 식물문화센터 지하 1층 메인홀,,,https://botanicpark.seoul.go.kr/front/board/newsView.do?sn=11522&searchCondition=&searchKeyword=&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8b603d49189a4bc8ba0b3162e610a49a&thumb=Y,37.56965709,126.8350072,무료
5,노원구,[서울시립과학관] 11월 가족과 함께하는 바이오랩,2023-11-11~2023-11-25,서울시립과학관 3층 1교육실,,"1인당 10,000원",https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=671,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e242733fb7894b32bd5b80d7d7b993f8&thumb=Y,37.64199411,127.0774371,유료
5,양천구,[서울시청] 가족 스케이팅 교실,2023-11-11~2023-11-25,목동 아이스링크장,,1인당 1만원 ※ 저소득층 면제,https://www.seoulsports.or.kr/user/citizenAction/userCitizenProgramList.do?citizenParam=skating,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=024a24d8dfc04393aa5ba1c0b10bcef7&thumb=Y,37.53072795,126.8792335,유료
5,도봉구,[삼각산시민청] 2023년 시민기획단 연계 하반기 프로그램,2023-11-11~2023-11-18,"삼각산시민청 1, 2동",,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1728&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3cd5cdb7786a4e08ba70e175d21671a9&thumb=Y,37.65589083,127.0135632,무료
3,중구,[시민청 공간공모 지원사업] 장소기억법,2023-11-11~2023-11-17,서울시청 시민청 시민청갤러리,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2733,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d168a4e48a5a4fb8b167dd5c1a644190&thumb=Y,37.566635,126.978675,무료
5,도봉구,[2023 민주시민 아카데미] 2회차-세상은 묘지 위에 세워져 있다 ,2023-11-11~2023-11-11,"김근태기념도서관 2층 '공간,마루'",,,https://www.unilib.dobong.kr/edusat/view.do?edu_idx=4133&prepage=%2Fedusat%2Flist.do%3Fsh_ct_idx%3D83,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=999545cff78c4b2586d1474e3a2e5f2a&thumb=Y,37.68766744,127.0440199,무료
2,강남구,제 20회 위튜티 윈드오케스트라 정기연주회,2023-11-11~2023-11-11,광림아트센터 장천홀,,,http://www.klarts.kr/concert/37040,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3f4d62c3d81c4c5c84ca1ae18d8c59b0&thumb=Y,37.52435576,127.025985,무료
2,성동구,[2023 성동문화마당] 소월아트홀에서 떠나는 국내 여행 콘서트,2023-11-11~2023-11-11,소월아트홀,,"전석 30,000원",https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=948&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fe9f6d0ed27b4960bf6b25d24b81565b&thumb=Y,37.5593204,127.036016,유료
2,중구,[시민청] 2023 바스락콘서트 11월 공연,2023-11-11~2023-11-11,서울시청 시민청 지하2층 바스락홀,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2670,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d897e515f26417886641ebbaa7305e5&thumb=Y,37.566635,126.978675,무료
2,강동구,"[2023 카즈미 타테이시 트리오 내한공연] 지브리, 재즈를 만나다(서울 강동)",2023-11-11~2023-11-11,강동아트센터 대극장 한강,,"VIP석 77,000원 / R석 66,000원 / S석 55,000원",https://tickets.interpark.com/goods/23010469,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e96a8ee94fab47d59a00d84cfb25c25d&thumb=Y,37.551449,127.157598,유료
5,송파구,[서울역사편찬원] 11월 엄마아빠와 함께하는 교과서 역사기행,2023-11-11~2023-11-11,집결장소 : 서울올림픽공원 북2문 주차장 (08:20까지 집결),,,https://history.seoul.go.kr/bbsctt/view.do?bbscttSn=2310160001&sc_bbsctt_field_sn=0009&key=2210200020&sc_custom1=Y&pageIndex=1&orderBy=bbscttOrdr+desc&sc_cate=&sc_bbsctt_adit_iem_cn=&sc=&sw=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=540579e395ff4a07961d87dd2816bf52&thumb=Y,37.52053406,127.1208128,무료
2,종로구,"[서울돈화문국악당] 길, Tea, Pleasure 월드뮤직그룹 공명",2023-11-11~2023-11-11,서울돈화문국악당,,,https://sdtt.or.kr/user/program/2023/11/1412,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=73f0c43b7ed94399964e82d6b8823e10&thumb=Y,37.57725028,126.9907307,무료
3,노원구,[서울생활사박물관] 서울 외식 이야기-오늘 뭐 먹지?,2023-11-10~2024-03-31,서울생활사박물관 기획전시실,,,https://museum.seoul.go.kr/sulm/board/NR_boardView.do?bbsCd=1002&seq=20231023174455889,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=48e951eb7fe6402e8b025eabc10158b9&thumb=Y,37.62017392,127.0769362,무료
3,중구,서울융합예술페스티벌 [언폴드엑스(Unfold X) 2023: 달로 가는 정거장],2023-11-10~2023-12-13,문화역서울284 본관 (서울 중구 통일로 1),,,https://www.sfac.or.kr/participation/sfac_program.do?pageIndex=&eduMstSeq=33218&eduScheSeq=&mode=VIEW&mstStatus=&eduGubunSel=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91d21d599bb24f38912a5aeb038fcbf3&thumb=Y,37.55605818,126.9721159,무료
3,광진구,[광진문화재단] 나루의 발견 공존(共存),2023-11-10~2023-12-09,나루아트센터 전시실,,"1,000원",https://tickets.interpark.com/goods/23013898,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df99758ce6a5411f90e58cf19dbb95be&thumb=Y,37.53782227,127.0704338,유료
2,종로구,연극 [생일파티],2023-11-10~2023-11-12,대학로 이음센터5층 이음아트홀,,"일반 30,000원  어린이/청소년 10,000원 장애인(동반 1인) 15,000원  예술인 15,000원",https://tickets.interpark.com/goods/23013942,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cf8c46bec61e4e0e9ec77c58c03d115d&thumb=Y,37.58118995,127.0023986,유료
2,구로구,2023 서울시 찾아가는 유랑극단 [밥을 먹다],2023-11-10~2023-11-10,오류아트홀,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3695&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=afaaed5910014a13be82e2fe75f5f5d4&thumb=Y,37.49535812,126.8460358,무료
2,성동구,[2023 성동문화마당] 미술관으로 떠나는 해외 여행 콘서트,2023-11-10~2023-11-10,소월아트홀,,"전석 30,000원",https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=947&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=310a20546f3f4e7098a12c7d226abc77&thumb=Y,37.5593204,127.036016,유료
5,마포구,[마포구립서강도서관 11월] 2023년 읽는 인간 호모부커스 Ⅳ [사랑의 기술],2023-11-09~2023-11-30,서강도서관 3층 세미나실,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7607,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e946c6dfdc7948c99e7ec1798a1fcef4&thumb=Y,37.5477397,126.9320894,무료
2,중구,[서울시립교향악단] 2023 퇴근길 토크 콘서트 Ⅲ : 음악으로 기억되는 영화 ②,2023-11-09~2023-11-09,대한성공회 서울주교좌성당,,"전석 10,000원",https://www.seoulphil.or.kr/perf/view?perfNo=5891&calendarDate=2023/11/01&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8b21a37707c4f36a6d1576b74d767c3&thumb=Y,37.56751002,126.9753337,유료
3,종로구,워너브러더스 100주년 셀러브레이션,2023-11-08~2024-03-31,DDP 뮤지엄 전시1관(지하2층),,"성인(만19세-64세)20,000원 어린이/청소년(만7세-18세 이하)15,000원",https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=495&boardno=15&bbstopno=495&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cfdb2ececfa440fa57d389742ce924e&thumb=Y,37.56681313,127.0096257,유료
3,종로구,DDP 협력전시 [PUSH KEYSTONE: 당신의 정체성을 입력하세요.],2023-11-08~2023-11-16,동대문디자인플라자(DDP) 뮤지엄 둘레길A,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=497&boardno=15&bbstopno=497&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1947352858a24e25ba060f0e6d61f9f6&thumb=Y,37.56681313,127.0096257,무료
5,중구,2023 서울유니버설디자인 DAY [UD-DAY],2023-11-08~2023-11-08,동대문디자인플라자(DDP) 디자인랩 1층 D-숲,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=601&boardno=16&bbstopno=601&act=view&subno=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=be9dfd315e9542eb98c7ffbeb7a5a8e2&thumb=Y,37.56681313,127.0096257,무료
2,서초구,해설이 있는 발레 [호두까기 인형],2023-11-08~2023-11-08,서초문화재단 반포심산아트홀,,"전석 1만4천원(서초구민, 서초문화재단 홈페이지 회원, 학생 50% 할인)",https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=544,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0936390951674a3f8e882c8044daa416&thumb=Y,37.49883446,126.9912425,유료
2,서초구,[서초문화재단] 해설이 있는 발레 [호두까기 인형],2023-11-08~2023-11-08,반포심산아트홀,,"현장 전석 14,000원, 온라인 무료",https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=544,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9d08fcd9c57f4a7a9b38c66a37cfc74d&thumb=Y,37.49883446,126.9912425,유료
